Brdisv1ABR81000102m.g	GO:0006886, GO:0008536
Brdisv1ABR81000104m.g	
Brdisv1ABR81000106m.g	
Brdisv1ABR81000107m.g	
Brdisv1ABR81000109m.g	
Brdisv1ABR81000110m.g	
Brdisv1ABR81000111m.g	GO:0016491, GO:0055114
Brdisv1ABR81000116m.g	GO:0043531
Brdisv1ABR81000117m.g	
Brdisv1ABR81000118m.g	GO:0044238
Brdisv1ABR81000119m.g	
Brdisv1ABR81000120m.g	
Brdisv1ABR81000121m.g	GO:0003677, GO:0004003, GO:0006303, GO:0016817
Brdisv1ABR81000123m.g	
Brdisv1ABR81000124m.g	
Brdisv1ABR81000125m.g	
Brdisv1ABR81000126m.g	GO:0005524, GO:0016887
Brdisv1ABR81000127m.g	
Brdisv1ABR81000129m.g	GO:0003700, GO:0006355, GO:0043565
Brdisv1ABR81000130m.g	
Brdisv1ABR81000134m.g	
Brdisv1ABR81000136m.g	GO:0005096
Brdisv1ABR81000138m.g	
Brdisv1ABR81000139m.g	GO:0003676
Brdisv1ABR81000140m.g	
Brdisv1ABR81000142m.g	GO:0003700, GO:0005634, GO:0006355, GO:0043565
Brdisv1ABR81000143m.g	
Brdisv1ABR81000144m.g	GO:0004553, GO:0005618, GO:0005975, GO:0006073, GO:0016762, GO:0048046
Brdisv1ABR81000145m.g	
Brdisv1ABR81000146m.g	
Brdisv1ABR81000150m.g	
Brdisv1ABR81000151m.g	
Brdisv1ABR81000153m.g	
Brdisv1ABR81000157m.g	GO:0043531
Brdisv1ABR81000159m.g	GO:0043531
Brdisv1ABR81000160m.g	GO:0043531
Brdisv1ABR81000162m.g	
Brdisv1ABR81000163m.g	
Brdisv1ABR81000164m.g	
Brdisv1ABR81000168m.g	
Brdisv1ABR81000170m.g	
Brdisv1ABR81000172m.g	
Brdisv1ABR81000173m.g	
Brdisv1ABR81000174m.g	GO:0043531
Brdisv1ABR81000175m.g	GO:0043531
Brdisv1ABR81000176m.g	GO:0043531
Brdisv1ABR81000177m.g	GO:0005525
Brdisv1ABR81000178m.g	
Brdisv1ABR81000180m.g	GO:0043531
Brdisv1ABR81000181m.g	
Brdisv1ABR81000182m.g	GO:0043531
Brdisv1ABR81000183m.g	
Brdisv1ABR81000184m.g	GO:0003779, GO:0007010
Brdisv1ABR81000187m.g	GO:0003700, GO:0006351, GO:0006355, GO:0043565
Brdisv1ABR81000188m.g	
Brdisv1ABR81000189m.g	
Brdisv1ABR81000190m.g	
Brdisv1ABR81000191m.g	GO:0043531
Brdisv1ABR81000192m.g	
Brdisv1ABR81000193m.g	
Brdisv1ABR81000196m.g	
Brdisv1ABR81000197m.g	GO:0004672, GO:0005524, GO:0006468, GO:0030246
Brdisv1ABR81000198m.g	
Brdisv1ABR81000199m.g	
Brdisv1ABR81000201m.g	GO:0006457, GO:0015031
Brdisv1ABR81000202m.g	GO:0005524
Brdisv1ABR81000203m.g	GO:0004672, GO:0005515, GO:0006468
Brdisv1ABR81000204m.g	GO:0004190, GO:0006508
Brdisv1ABR81000206m.g	GO:0004592, GO:0015940
Brdisv1ABR81000207m.g	
Brdisv1ABR81000208m.g	
Brdisv1ABR81000211m.g	
Brdisv1ABR81000212m.g	
Brdisv1ABR81000213m.g	GO:0031072, GO:0051082
Brdisv1ABR81000214m.g	
Brdisv1ABR81000215m.g	
Brdisv1ABR81000216m.g	GO:0043531
Brdisv1ABR81000217m.g	GO:0005515
Brdisv1ABR81000218m.g	GO:0009055, GO:0015035, GO:0045454
Brdisv1ABR81000219m.g	GO:0005525
Brdisv1ABR81000220m.g	
Brdisv1ABR81000221m.g	
Brdisv1ABR81000222m.g	GO:0006508, GO:0008234
Brdisv1ABR81000224m.g	GO:0006508, GO:0008234
Brdisv1ABR81000225m.g	
Brdisv1ABR81000226m.g	GO:0009055
Brdisv1ABR81000227m.g	
Brdisv1ABR81000228m.g	
Brdisv1ABR81000229m.g	
Brdisv1ABR81000230m.g	GO:0003677, GO:0006355
Brdisv1ABR81000231m.g	GO:0016787
Brdisv1ABR81000232m.g	GO:0005885, GO:0015629, GO:0030041, GO:0034314
Brdisv1ABR81000233m.g	
Brdisv1ABR81000234m.g	GO:0005783, GO:0006886, GO:0016021
Brdisv1ABR81000237m.g	
Brdisv1ABR81000238m.g	GO:0007030, GO:0015031, GO:0016020
Brdisv1ABR81000239m.g	GO:0016787
Brdisv1ABR81000240m.g	
Brdisv1ABR81000241m.g	
Brdisv1ABR81000242m.g	
Brdisv1ABR81000243m.g	GO:0008152, GO:0016491
Brdisv1ABR81000245m.g	GO:0005515
Brdisv1ABR81000247m.g	GO:0008152, GO:0016597
Brdisv1ABR81000248m.g	GO:0003677, GO:0006355
Brdisv1ABR81000252m.g	GO:0003824, GO:0009058, GO:0030170
Brdisv1ABR81000254m.g	
Brdisv1ABR81000258m.g	
Brdisv1ABR81000259m.g	GO:0004672, GO:0005524, GO:0006468
Brdisv1ABR81000261m.g	GO:0003824, GO:0008152
Brdisv1ABR81000262m.g	
Brdisv1ABR81000264m.g	
Brdisv1ABR81000265m.g	GO:0003676
Brdisv1ABR81000267m.g	
Brdisv1ABR81000268m.g	GO:0016021, GO:0051205
Brdisv1ABR81000269m.g	
Brdisv1ABR81000270m.g	GO:0016788
Brdisv1ABR81000271m.g	GO:0000159, GO:0007165, GO:0008601
Brdisv1ABR81000273m.g	
Brdisv1ABR81000275m.g	
Brdisv1ABR81000277m.g	GO:0004649, GO:0005975
Brdisv1ABR81000278m.g	
Brdisv1ABR81000279m.g	
Brdisv1ABR81000281m.g	GO:0004672, GO:0005524, GO:0006468
Brdisv1ABR81000283m.g	GO:0006355, GO:0008270
Brdisv1ABR81000284m.g	
Brdisv1ABR81000286m.g	
Brdisv1ABR81000288m.g	GO:0003729, GO:0005685, GO:0006376
Brdisv1ABR81000290m.g	GO:0003735, GO:0005840, GO:0006412, GO:0019843
Brdisv1ABR81000291m.g	
Brdisv1ABR81000292m.g	
Brdisv1ABR81000294m.g	
Brdisv1ABR81000295m.g	GO:0005525
Brdisv1ABR81000296m.g	
Brdisv1ABR81000297m.g	
Brdisv1ABR81000298m.g	
Brdisv1ABR81000299m.g	GO:0004672, GO:0006468
Brdisv1ABR81000300m.g	
Brdisv1ABR81000301m.g	GO:0016020
Brdisv1ABR81000302m.g	
Brdisv1ABR81000303m.g	
Brdisv1ABR81000304m.g	GO:0004869
Brdisv1ABR81000305m.g	
Brdisv1ABR81000306m.g	
Brdisv1ABR81000307m.g	
Brdisv1ABR81000309m.g	GO:0004222, GO:0005524, GO:0006281, GO:0006310, GO:0006508, GO:0009378
Brdisv1ABR81000310m.g	
Brdisv1ABR81000311m.g	
Brdisv1ABR81000312m.g	
Brdisv1ABR81000313m.g	
Brdisv1ABR81000314m.g	GO:0005524, GO:0006457, GO:0006950, GO:0051082
Brdisv1ABR81000315m.g	
Brdisv1ABR81000318m.g	GO:0071949
Brdisv1ABR81000321m.g	
Brdisv1ABR81000322m.g	GO:0003690, GO:0005739, GO:0006355
Brdisv1ABR81000323m.g	
Brdisv1ABR81000324m.g	GO:0008519, GO:0015696, GO:0016020, GO:0072488
Brdisv1ABR81000325m.g	
Brdisv1ABR81000326m.g	GO:0004672, GO:0005524, GO:0006468, GO:0048544
Brdisv1ABR81000327m.g	
Brdisv1ABR81000329m.g	
Brdisv1ABR81000330m.g	
Brdisv1ABR81000331m.g	
Brdisv1ABR81000332m.g	
Brdisv1ABR81000333m.g	
Brdisv1ABR81000334m.g	GO:0005515
Brdisv1ABR81000336m.g	
Brdisv1ABR81000337m.g	
Brdisv1ABR81000338m.g	
Brdisv1ABR81000340m.g	
Brdisv1ABR81000343m.g	
Brdisv1ABR81000345m.g	GO:0008152, GO:0016787
Brdisv1ABR81000347m.g	
Brdisv1ABR81000348m.g	
Brdisv1ABR81000349m.g	GO:0009523, GO:0009654, GO:0015979, GO:0016020
Brdisv1ABR81000350m.g	
Brdisv1ABR81000351m.g	GO:0003676, GO:0008270
Brdisv1ABR81000352m.g	GO:0005506, GO:0016705, GO:0020037, GO:0055114
Brdisv1ABR81000353m.g	
Brdisv1ABR81000355m.g	GO:0009055, GO:0051536
Brdisv1ABR81000357m.g	GO:0000062, GO:0005515
Brdisv1ABR81000358m.g	
Brdisv1ABR81000359m.g	GO:0003677, GO:0003899, GO:0005634, GO:0006351, GO:0008270
Brdisv1ABR81000361m.g	
Brdisv1ABR81000363m.g	
Brdisv1ABR81000364m.g	
Brdisv1ABR81000365m.g	
Brdisv1ABR81000366m.g	GO:0003676, GO:0003677, GO:0006355, GO:0008270
Brdisv1ABR81000367m.g	GO:0005506, GO:0016705, GO:0020037, GO:0055114
Brdisv1ABR81000371m.g	GO:0005525
Brdisv1ABR81000372m.g	
Brdisv1ABR81000373m.g	
Brdisv1ABR81000374m.g	GO:0004518, GO:0006281
Brdisv1ABR81000375m.g	GO:0008270
Brdisv1ABR81000377m.g	
Brdisv1ABR81000379m.g	GO:0006396
Brdisv1ABR81000381m.g	GO:0005506, GO:0016705, GO:0020037, GO:0055114
Brdisv1ABR81000382m.g	GO:0006396
Brdisv1ABR81000383m.g	
Brdisv1ABR81000384m.g	
Brdisv1ABR81000385m.g	GO:0016021
Brdisv1ABR81000386m.g	
Brdisv1ABR81000388m.g	
Brdisv1ABR81000389m.g	GO:0008033, GO:0008168
Brdisv1ABR81000390m.g	
Brdisv1ABR81000391m.g	GO:0008152, GO:0016746
Brdisv1ABR81000392m.g	GO:0005515
Brdisv1ABR81000393m.g	
Brdisv1ABR81000394m.g	
Brdisv1ABR81000399m.g	
Brdisv1ABR81000400m.g	GO:0004722, GO:0006470
Brdisv1ABR81000402m.g	
Brdisv1ABR81000403m.g	GO:0005509, GO:0005783, GO:0006457, GO:0051082
Brdisv1ABR81000404m.g	
Brdisv1ABR81000405m.g	GO:0005515
Brdisv1ABR81000409m.g	
Brdisv1ABR81000410m.g	
Brdisv1ABR81000411m.g	
Brdisv1ABR81000414m.g	
Brdisv1ABR81000416m.g	GO:0003700, GO:0006355, GO:0008270, GO:0043565
Brdisv1ABR81000417m.g	GO:0003723
Brdisv1ABR81000418m.g	
Brdisv1ABR81000419m.g	GO:0006629
Brdisv1ABR81000420m.g	GO:0004857
Brdisv1ABR81000421m.g	GO:0004857
Brdisv1ABR81000422m.g	GO:0004857
Brdisv1ABR81000423m.g	
Brdisv1ABR81000424m.g	
Brdisv1ABR81000425m.g	
Brdisv1ABR81000427m.g	
Brdisv1ABR81000429m.g	GO:0003824, GO:0008152
Brdisv1ABR81000433m.g	GO:0005515
Brdisv1ABR81000434m.g	
Brdisv1ABR81000435m.g	
Brdisv1ABR81000436m.g	
Brdisv1ABR81000437m.g	
Brdisv1ABR81000438m.g	
Brdisv1ABR81000440m.g	
Brdisv1ABR81000441m.g	GO:0003676, GO:0003677, GO:0003723, GO:0004386, GO:0005524, GO:0005634, GO:0008270, GO:0016787
Brdisv1ABR81000442m.g	
Brdisv1ABR81000444m.g	GO:0005515
Brdisv1ABR81000447m.g	GO:0003677, GO:0006355
Brdisv1ABR81000448m.g	
Brdisv1ABR81000449m.g	
Brdisv1ABR81000450m.g	GO:0006812, GO:0015299, GO:0016021, GO:0055085
Brdisv1ABR81000451m.g	GO:0004553, GO:0005975
Brdisv1ABR81000452m.g	GO:0003735, GO:0005622, GO:0005840, GO:0006412
Brdisv1ABR81000454m.g	GO:0004857
Brdisv1ABR81000455m.g	
Brdisv1ABR81000456m.g	GO:0003872, GO:0006096
Brdisv1ABR81000457m.g	GO:0004857
Brdisv1ABR81000458m.g	GO:0003677, GO:0006355
Brdisv1ABR81000459m.g	GO:0016788
Brdisv1ABR81000460m.g	GO:0009058, GO:0016833
Brdisv1ABR81000461m.g	GO:0003676, GO:0046872
Brdisv1ABR81000462m.g	GO:0004672, GO:0005524, GO:0006468
Brdisv1ABR81000463m.g	
Brdisv1ABR81000464m.g	
Brdisv1ABR81000465m.g	
Brdisv1ABR81000466m.g	GO:0004672, GO:0005524, GO:0006468
Brdisv1ABR81000468m.g	GO:0004672, GO:0005524, GO:0006468
Brdisv1ABR81000469m.g	
Brdisv1ABR81000470m.g	
Brdisv1ABR81000471m.g	
Brdisv1ABR81000473m.g	
Brdisv1ABR81000474m.g	GO:0006355
Brdisv1ABR81000475m.g	GO:0045039
Brdisv1ABR81000477m.g	GO:0004672, GO:0006468
Brdisv1ABR81000480m.g	
Brdisv1ABR81000482m.g	
Brdisv1ABR81000483m.g	
Brdisv1ABR81000484m.g	GO:0005516, GO:0006950
Brdisv1ABR81000485m.g	
Brdisv1ABR81000487m.g	GO:0016021, GO:0055085
Brdisv1ABR81000488m.g	GO:0004672, GO:0005524, GO:0006468, GO:0030246
Brdisv1ABR81000489m.g	GO:0016151, GO:0016787, GO:0043419
Brdisv1ABR81000490m.g	
Brdisv1ABR81000491m.g	
Brdisv1ABR81000492m.g	GO:0003677, GO:0046983
Brdisv1ABR81000493m.g	
Brdisv1ABR81000494m.g	
Brdisv1ABR81000496m.g	
Brdisv1ABR81000497m.g	GO:0004672, GO:0006468
Brdisv1ABR81000498m.g	
Brdisv1ABR81000500m.g	
Brdisv1ABR81000501m.g	
Brdisv1ABR81000503m.g	
Brdisv1ABR81000504m.g	
Brdisv1ABR81000505m.g	GO:0003824, GO:0004722, GO:0006470
Brdisv1ABR81000506m.g	GO:0003735, GO:0005622, GO:0005840, GO:0006412
Brdisv1ABR81000507m.g	
Brdisv1ABR81000508m.g	
Brdisv1ABR81000509m.g	
Brdisv1ABR81000510m.g	
Brdisv1ABR81000513m.g	GO:0003676, GO:0008270
Brdisv1ABR81000514m.g	GO:0003779, GO:0005622, GO:0015629, GO:0030042
Brdisv1ABR81000515m.g	GO:0003779, GO:0005622, GO:0015629, GO:0030042
Brdisv1ABR81000516m.g	
Brdisv1ABR81000517m.g	
Brdisv1ABR81000518m.g	
Brdisv1ABR81000519m.g	
Brdisv1ABR81000520m.g	
Brdisv1ABR81000521m.g	
Brdisv1ABR81000522m.g	GO:0008641
Brdisv1ABR81000523m.g	
Brdisv1ABR81000524m.g	GO:0005525
Brdisv1ABR81000525m.g	
Brdisv1ABR81000528m.g	GO:0016872
Brdisv1ABR81000529m.g	
Brdisv1ABR81000530m.g	GO:0030001, GO:0046872
Brdisv1ABR81000531m.g	
Brdisv1ABR81000532m.g	
Brdisv1ABR81000533m.g	GO:0006508, GO:0008237, GO:0008270, GO:0019370
Brdisv1ABR81000534m.g	
Brdisv1ABR81000536m.g	
Brdisv1ABR81000539m.g	GO:0003700, GO:0006355, GO:0007275
Brdisv1ABR81000540m.g	GO:0005515, GO:0006355, GO:0042393
Brdisv1ABR81000541m.g	GO:0003824, GO:0050662
Brdisv1ABR81000542m.g	GO:0003993
Brdisv1ABR81000543m.g	
Brdisv1ABR81000544m.g	
Brdisv1ABR81000545m.g	
Brdisv1ABR81000546m.g	
Brdisv1ABR81000547m.g	
Brdisv1ABR81000549m.g	
Brdisv1ABR81000550m.g	
Brdisv1ABR81000551m.g	
Brdisv1ABR81000552m.g	
Brdisv1ABR81000554m.g	GO:0005856, GO:0030036
Brdisv1ABR81000556m.g	
Brdisv1ABR81000557m.g	
Brdisv1ABR81000558m.g	
Brdisv1ABR81000563m.g	
Brdisv1ABR81000564m.g	GO:0003677, GO:0005634
Brdisv1ABR81000566m.g	GO:0005525
Brdisv1ABR81000567m.g	GO:0003735, GO:0005622, GO:0005840, GO:0006412
Brdisv1ABR81000568m.g	
Brdisv1ABR81000569m.g	
Brdisv1ABR81000573m.g	GO:0003676, GO:0003677, GO:0005634, GO:0006351, GO:0008270
Brdisv1ABR81000574m.g	GO:0003700, GO:0006355
Brdisv1ABR81000576m.g	GO:0003723
Brdisv1ABR81000577m.g	GO:0003735, GO:0005622, GO:0005840, GO:0006412
Brdisv1ABR81000578m.g	GO:0004489, GO:0006555, GO:0055114
Brdisv1ABR81000579m.g	GO:0003677, GO:0006355
Brdisv1ABR81000580m.g	
Brdisv1ABR81000581m.g	GO:0005509
Brdisv1ABR81000582m.g	GO:0005515, GO:0008270
Brdisv1ABR81000585m.g	
Brdisv1ABR81000586m.g	GO:0016021
Brdisv1ABR81000587m.g	GO:0016021
Brdisv1ABR81000588m.g	GO:0003677, GO:0003918, GO:0005524, GO:0006265
Brdisv1ABR81000590m.g	GO:0003677, GO:0003916, GO:0005524, GO:0005694, GO:0006265
Brdisv1ABR81000591m.g	
Brdisv1ABR81000592m.g	
Brdisv1ABR81000593m.g	GO:0003676
Brdisv1ABR81000594m.g	GO:0003735, GO:0005622, GO:0005840, GO:0006412
Brdisv1ABR81000595m.g	GO:0003677, GO:0006355
Brdisv1ABR81000596m.g	GO:0003676
Brdisv1ABR81000597m.g	GO:0000413, GO:0003755, GO:0006457
Brdisv1ABR81000598m.g	
Brdisv1ABR81000599m.g	GO:0006338, GO:0006355, GO:0031011
Brdisv1ABR81000600m.g	GO:0046983
Brdisv1ABR81000602m.g	
Brdisv1ABR81000603m.g	GO:0015979, GO:0015995, GO:0016851
Brdisv1ABR81000605m.g	GO:0004806, GO:0006629
Brdisv1ABR81000607m.g	
Brdisv1ABR81000608m.g	GO:0005525, GO:0007264
Brdisv1ABR81000610m.g	
Brdisv1ABR81000611m.g	
Brdisv1ABR81000612m.g	
Brdisv1ABR81000613m.g	
Brdisv1ABR81000614m.g	
Brdisv1ABR81000615m.g	
Brdisv1ABR81000617m.g	GO:0015078, GO:0015991, GO:0033179
Brdisv1ABR81000618m.g	
Brdisv1ABR81000619m.g	GO:0003777, GO:0005524, GO:0005871, GO:0007018, GO:0008017
Brdisv1ABR81000620m.g	
Brdisv1ABR81000621m.g	
Brdisv1ABR81000622m.g	
Brdisv1ABR81000623m.g	GO:0004672, GO:0006468
Brdisv1ABR81000624m.g	
Brdisv1ABR81000625m.g	GO:0006464, GO:0015031
Brdisv1ABR81000626m.g	
Brdisv1ABR81000627m.g	
Brdisv1ABR81000628m.g	
Brdisv1ABR81000629m.g	GO:0016021, GO:0055085
Brdisv1ABR81000630m.g	
Brdisv1ABR81000631m.g	
Brdisv1ABR81000633m.g	GO:0003700, GO:0006355, GO:0043565
Brdisv1ABR81000636m.g	GO:0003824
Brdisv1ABR81000637m.g	
Brdisv1ABR81000638m.g	GO:0003824, GO:0004722, GO:0005515, GO:0006470
Brdisv1ABR81000641m.g	GO:0046872
Brdisv1ABR81000644m.g	GO:0003676
Brdisv1ABR81000645m.g	GO:0000178, GO:0003723
Brdisv1ABR81000646m.g	GO:0008033
Brdisv1ABR81000648m.g	GO:0000178, GO:0003723
Brdisv1ABR81000650m.g	
Brdisv1ABR81000651m.g	
Brdisv1ABR81000653m.g	
Brdisv1ABR81000654m.g	
Brdisv1ABR81000655m.g	
Brdisv1ABR81000656m.g	GO:0005515
Brdisv1ABR81000657m.g	
Brdisv1ABR81000658m.g	
Brdisv1ABR81000659m.g	GO:0009055
Brdisv1ABR81000660m.g	GO:0009522, GO:0009538, GO:0015979
Brdisv1ABR81000661m.g	
Brdisv1ABR81000663m.g	
Brdisv1ABR81000665m.g	
Brdisv1ABR81000667m.g	GO:0005750, GO:0006122
Brdisv1ABR81000669m.g	
Brdisv1ABR81000670m.g	
Brdisv1ABR81000671m.g	
Brdisv1ABR81000672m.g	
Brdisv1ABR81000673m.g	GO:0045454
Brdisv1ABR81000674m.g	GO:0003746, GO:0005737, GO:0006414, GO:0043043
Brdisv1ABR81000675m.g	GO:0010277, GO:0055114
Brdisv1ABR81000676m.g	GO:0016491, GO:0051537, GO:0055114
Brdisv1ABR81000678m.g	GO:0006465, GO:0008233, GO:0016020
Brdisv1ABR81000680m.g	
Brdisv1ABR81000681m.g	GO:0003824, GO:0008152
Brdisv1ABR81000682m.g	
Brdisv1ABR81000683m.g	
Brdisv1ABR81000684m.g	GO:0016787
Brdisv1ABR81000687m.g	GO:0003676, GO:0005524
Brdisv1ABR81000688m.g	GO:0009058, GO:0016740
Brdisv1ABR81000690m.g	GO:0008152, GO:0016758
Brdisv1ABR81000691m.g	GO:0009058, GO:0016740
Brdisv1ABR81000692m.g	GO:0008152, GO:0016758
Brdisv1ABR81000693m.g	
Brdisv1ABR81000694m.g	
Brdisv1ABR81000695m.g	
Brdisv1ABR81000696m.g	
Brdisv1ABR81000697m.g	
Brdisv1ABR81000699m.g	
Brdisv1ABR81000701m.g	
Brdisv1ABR81000702m.g	
Brdisv1ABR81000704m.g	
Brdisv1ABR81000706m.g	
Brdisv1ABR81000707m.g	
Brdisv1ABR81000708m.g	
Brdisv1ABR81000709m.g	
Brdisv1ABR81000710m.g	GO:0006486, GO:0008378, GO:0016020, GO:0016757, GO:0030246
Brdisv1ABR81000711m.g	GO:0006486, GO:0008378, GO:0016020, GO:0030246
Brdisv1ABR81000713m.g	GO:0016491, GO:0055114
Brdisv1ABR81000714m.g	
Brdisv1ABR81000715m.g	
Brdisv1ABR81000717m.g	GO:0016021, GO:0016192
Brdisv1ABR81000718m.g	GO:0046983
Brdisv1ABR81000720m.g	
Brdisv1ABR81000721m.g	
Brdisv1ABR81000722m.g	
Brdisv1ABR81000723m.g	GO:0003676, GO:0005524
Brdisv1ABR81000724m.g	
Brdisv1ABR81000727m.g	
Brdisv1ABR81000728m.g	GO:0004672, GO:0005524, GO:0006468
Brdisv1ABR81000730m.g	
Brdisv1ABR81000735m.g	GO:0003676
Brdisv1ABR81000736m.g	GO:0003919, GO:0009231
Brdisv1ABR81000739m.g	GO:0008565, GO:0015031, GO:0030904, GO:0042147
Brdisv1ABR81000740m.g	GO:0008565, GO:0015031, GO:0030904, GO:0042147
Brdisv1ABR81000741m.g	GO:0005515
Brdisv1ABR81000742m.g	GO:0006662, GO:0015035, GO:0045454
Brdisv1ABR81000743m.g	GO:0006662, GO:0015035, GO:0045454
Brdisv1ABR81000744m.g	
Brdisv1ABR81000745m.g	GO:0003676, GO:0005515
Brdisv1ABR81000747m.g	GO:0005515
Brdisv1ABR81000748m.g	
Brdisv1ABR81000750m.g	
Brdisv1ABR81000751m.g	
Brdisv1ABR81000752m.g	
Brdisv1ABR81000753m.g	GO:0008299
Brdisv1ABR81000754m.g	
Brdisv1ABR81000755m.g	GO:0000287, GO:0003924, GO:0005525
Brdisv1ABR81000756m.g	GO:0003682, GO:0005515
Brdisv1ABR81000757m.g	
Brdisv1ABR81000759m.g	
Brdisv1ABR81000760m.g	
Brdisv1ABR81000761m.g	
Brdisv1ABR81000762m.g	
Brdisv1ABR81000763m.g	
Brdisv1ABR81000764m.g	
Brdisv1ABR81000766m.g	
Brdisv1ABR81000768m.g	
Brdisv1ABR81000769m.g	
Brdisv1ABR81000770m.g	
Brdisv1ABR81000771m.g	GO:0000786, GO:0003677, GO:0005634, GO:0006334
Brdisv1ABR81000772m.g	GO:0003735, GO:0005840, GO:0006412
Brdisv1ABR81000773m.g	GO:0003700, GO:0006355, GO:0043565
Brdisv1ABR81000775m.g	
Brdisv1ABR81000777m.g	
Brdisv1ABR81000779m.g	
Brdisv1ABR81000780m.g	GO:0003682
Brdisv1ABR81000782m.g	GO:0046872
Brdisv1ABR81000785m.g	GO:0005634, GO:0006355
Brdisv1ABR81000786m.g	
Brdisv1ABR81000788m.g	GO:0046983
Brdisv1ABR81000790m.g	GO:0000105, GO:0004834, GO:0006568
Brdisv1ABR81000792m.g	GO:0003700, GO:0006355, GO:0043565
Brdisv1ABR81000794m.g	
Brdisv1ABR81000795m.g	
Brdisv1ABR81000796m.g	
Brdisv1ABR81000797m.g	GO:0003700, GO:0005634, GO:0006355, GO:0043565
Brdisv1ABR81000798m.g	
Brdisv1ABR81000799m.g	
Brdisv1ABR81000800m.g	
Brdisv1ABR81000804m.g	
Brdisv1ABR81000805m.g	GO:0005515
Brdisv1ABR81000806m.g	
Brdisv1ABR81000807m.g	
Brdisv1ABR81000808m.g	GO:0016021, GO:0055085
Brdisv1ABR81000809m.g	
Brdisv1ABR81000810m.g	
Brdisv1ABR81000811m.g	GO:0006520, GO:0016491, GO:0055114
Brdisv1ABR81000812m.g	GO:0008080
Brdisv1ABR81000813m.g	GO:0008080
Brdisv1ABR81000814m.g	GO:0003676, GO:0004527, GO:0008270
Brdisv1ABR81000815m.g	GO:0003723, GO:0003735, GO:0005622, GO:0005840, GO:0006412
Brdisv1ABR81000816m.g	GO:0004672, GO:0005524, GO:0006468
Brdisv1ABR81000817m.g	
Brdisv1ABR81000818m.g	
Brdisv1ABR81000819m.g	
Brdisv1ABR81000820m.g	GO:0016651, GO:0042773, GO:0055114
Brdisv1ABR81000821m.g	GO:0008137, GO:0055114
Brdisv1ABR81000822m.g	
Brdisv1ABR81000823m.g	GO:0016020, GO:0055114
Brdisv1ABR81000824m.g	GO:0016651, GO:0048038, GO:0051287, GO:0055114
Brdisv1ABR81000825m.g	
Brdisv1ABR81000826m.g	
